Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment
DDOG.MX,3019.0,2022/01/31,12:18 CST,0.0,0.0,3019.0,3019.0,0,,,,,,,
DDD.MX,361.0,2022/01/31,14:12 CST,0.0,0.0,361.0,361.0,1,,,,,,,
DD.MX,1568.25,2022/01/31,14:26 CST,0.0,0.0,1568.25,1568.25,0,,,,,,,
DBX.MX,510.5,2022/01/31,12:23 CST,0.0,0.0,510.5,510.5,12,,,,,,,
DBN.MX,259.19,2022/01/25,09:43 CST,0.0,0.0,259.19,259.19,0,,,,,,,
DB1N.MX,3625.38,2022/01/31,09:09 CST,0.0,0.0,3625.38,3625.38,0,,,,,,,
DASH.MX,2393.0,2022/01/25,13:49 CST,230.46997,0.0,2393.0,2393.0,0,,,,,,,
DANHOS13.MX,22.7,2022/02/01,11:44 CST,0.48000145,22.49,22.78,22.33,42345,,,,,,,
DAL.MX,830.0,2022/02/01,11:38 CST,14.619995,815.38,832.0,815.0,674,,,,,,,
DAI301L-DC007.MX,100.0,2022/01/26,13:46 CST,0.0,0.0,100.0,100.0,0,,,,,,,
CYDSASAA.MX,13.84,2022/02/01,11:41 CST,0.069999695,13.22,13.84,13.22,1291,,,,,,,
CYBRN.MX,2834.29,2022/01/24,13:57 CST,137.55005,0.0,2834.29,2834.29,0,,,,,,,
CULTIBAB.MX,11.7,2022/02/01,10:54 CST,-0.19999981,11.7,11.7,11.7,1242,,,,,,,
CUERVO.MX,49.67,2022/02/01,11:47 CST,-0.17000198,50.05,50.2,48.92,249527,,,,,,,
CTXS.MX,2094.0,2022/01/31,13:57 CST,0.0,0.0,2094.0,2094.0,0,,,,,,,
CTSH.MX,1750.0,2022/01/31,13:14 CST,0.0,0.0,1750.0,1750.0,0,,,,,,,
CTRA.MX,467.0,2022/02/01,10:04 CST,20.049988,467.0,467.0,467.0,33,,,,,,,
CTLT.MX,2027.02,2022/01/28,13:29 CST,0.0,0.0,2027.02,2027.02,0,,,,,,,
CSN.MX,191.92,2022/01/28,11:18 CST,0.0,0.0,191.92,191.92,0,,,,,,,
CSLN.MX,3714.32,2022/01/27,08:30 CST,0.0,0.0,3714.32,3714.32,0,,,,,,,
CSIQN.MX,528.35,2022/01/26,12:47 CST,1.8499756,0.0,528.35,528.35,0,,,,,,,
CRWD.MX,3675.0,2022/01/31,14:11 CST,0.0,0.0,3675.0,3675.0,4,,,,,,,
CRSR.MX,420.0,2022/02/01,11:20 CST,17.0,420.0,420.0,420.0,53,,,,,,,
CRSPN.MX,1270.0,2022/01/27,11:07 CST,0.0,0.0,1270.0,1270.0,0,,,,,,,
CRM301L-DC057.MX,100.0,2022/01/25,12:31 CST,0.0,0.0,100.0,100.0,0,,,,,,,
CREAL.MX,5.1,2022/02/01,11:45 CST,-0.41000032,5.51,5.6,5.07,735579,,,,,,,
CPRT.MX,2653.0,2022/01/31,09:52 CST,0.0,0.0,2653.0,2653.0,0,,,,,,,
CPNG.MX,421.0,2022/01/31,10:47 CST,0.0,0.0,421.0,421.0,0,,,,,,,
CPE.MX,1006.0,2022/01/31,11:28 CST,0.0,0.0,1006.0,1006.0,0,,,,,,,
COXA.MX,27.9,2022/01/31,11:25 CST,0.0,0.0,27.9,27.9,5,,,,,,,
COP210L-DC004.MX,100.0,2022/01/28,14:10 CST,0.0,0.0,100.0,100.0,0,,,,,,,
COP210L-DC003.MX,100.0,2022/01/26,13:46 CST,0.0,0.0,100.0,100.0,0,,,,,,,
CONVERA.MX,3.35,2022/01/31,11:18 CST,0.0,0.0,3.35,3.35,10,,,,,,,
COLN.MX,181.42,2022/02/01,09:25 CST,2.630005,181.42,181.42,181.42,2339,,,,,,,
COLLADO.MX,7.2,2022/01/31,14:37 CST,0.0,0.0,7.2,7.2,0,,,,,,,
COF.MX,3025.0,2022/01/31,14:48 CST,0.0,0.0,3025.0,3025.0,0,,,,,,,
CNK.MX,330.0,2022/02/01,10:46 CST,42.299988,330.0,330.0,330.0,27,,,,,,,
CNIN.MX,2506.41,2022/01/31,14:20 CST,0.0,0.0,2506.41,2506.41,0,,,,,,,
CNC.MX,1589.0,2022/01/27,10:27 CST,0.0,0.0,1589.0,1589.0,0,,,,,,,
CMX301L-DC268.MX,1000.0,2022/01/28,12:59 CST,0.0,0.0,1000.0,1000.0,0,,,,,,,
CMRB.MX,1.54,2022/02/01,11:29 CST,0.01999998,1.52,1.54,1.5,11747,,,,,,,
CMOCTEZ.MX,64.25,2022/01/31,14:07 CST,0.0,0.0,64.25,64.25,34,,,,,,,
CMI.MX,4562.08,2022/02/01,09:18 CST,-50.91992,4562.08,4562.08,4562.08,18,,,,,,,
CMG.MX,29000.0,2022/01/28,14:10 CST,0.0,0.0,29000.0,29000.0,0,,,,,,,
CLX.MX,3436.98,2022/01/26,11:18 CST,0.0,0.0,3436.98,3436.98,1,,,,,,,
CLR.MX,1122.86,2022/01/26,08:37 CST,0.0,0.0,1122.86,1122.86,0,,,,,,,
CLNXN.MX,948.96,2022/02/01,09:22 CST,-73.329956,948.96,948.96,948.96,807,,,,,,,
CLF.MX,371.0,2022/02/01,10:28 CST,17.179993,369.78,371.0,369.78,1076,,,,,,,
CL.MX,1712.2,2022/01/27,11:50 CST,0.0,0.0,1712.2,1712.2,0,,,,,,,
CIGN.MX,53.0,2022/02/01,08:30 CST,0.6100006,53.0,53.0,53.0,50,,,,,,,
CIEB.MX,8.32,2022/01/31,13:05 CST,0.0,0.0,8.32,8.32,119,,,,,,,
CIEAN.MX,580.96,2022/01/25,09:36 CST,0.0,0.0,580.96,580.96,0,,,,,,,
CI.MX,4687.55,2022/01/27,12:17 CST,0.0,0.0,4687.55,4687.55,0,,,,,,,
CHWY.MX,905.67,2022/01/28,10:16 CST,0.0,0.0,905.67,905.67,2,,,,,,,
CHTR.MX,11595.0,2022/01/26,11:30 CST,0.0,0.0,11595.0,11595.0,0,,,,,,,
CHS.MX,95.9,2022/02/01,08:50 CST,-1.5999985,95.9,95.9,95.9,10004,,,,,,,
CHDRAUIB.MX,42.21,2022/02/01,11:46 CST,0.70000076,41.56,42.65,41.2,162683,,,,,,,
CHD.MX,2109.87,2022/01/31,14:21 CST,0.0,0.0,2109.87,2109.87,0,,,,,,,
CGNX.MX,1365.5,2022/02/01,10:52 CST,-302.5,1365.5,1365.5,1365.5,939,,,,,,,
CG.MX,971.85,2022/01/28,09:39 CST,0.0,0.0,971.85,971.85,0,,,,,,,
CFRIN.MX,3041.18,2022/02/01,10:10 CST,133.47998,3041.18,3041.18,3041.18,760,,,,,,,
CFG.MX,1000.0,2022/01/24,13:01 CST,0.0,0.0,1000.0,1000.0,0,,,,,,,
CEMEXCPO.MX,12.75,2022/02/01,11:47 CST,0.14999962,12.75,12.91,12.64,5442687,,,,,,,
CDRON.MX,150.0,2022/01/26,13:10 CST,0.0,0.0,150.0,150.0,0,,,,,,,
CDNS.MX,3104.4,2022/01/31,14:21 CST,0.0,0.0,3104.4,3104.4,846,,,,,,,
CDEV.MX,169.4,2022/02/01,11:15 CST,6.399994,168.38,175.0,168.38,7530,,,,,,,
CCLN.MX,390.0,2022/01/28,14:02 CST,33.70999,0.0,390.0,390.0,0,,,,,,,
CCLBN.MX,1067.93,2022/01/27,14:38 CST,0.0,0.0,1067.93,1067.93,0,,,,,,,
CCL1N.MX,430.98,2022/02/01,11:16 CST,23.700012,411.0,430.98,411.0,3968,,,,,,,
CC.MX,682.4,2022/01/26,08:30 CST,0.0,0.0,682.4,682.4,0,,,,,,,
CBRE.MX,2112.45,2022/01/31,13:55 CST,0.0,0.0,2112.45,2112.45,0,,,,,,,
CBN.MX,4056.23,2022/02/01,10:05 CST,120.8501,4056.23,4056.23,4056.23,355,,,,,,,
CBDN.MX,85.0,2022/01/31,12:33 CST,0.0,0.0,85.0,85.0,1,,,,,,,
CAT.MX,4189.0,2022/02/01,10:50 CST,23.009766,4135.0,4200.0,4135.0,82,,,,,,,
CAR.MX,3668.6,2022/01/26,10:23 CST,0.0,0.0,3668.6,3668.6,0,,,,,,,
CAN.MX,399.04,2022/02/01,10:08 CST,-12.779999,399.04,399.04,399.04,15104,,,,,,,
CAKE.MX,766.0,2022/01/25,10:32 CST,0.0,0.0,766.0,766.0,0,,,,,,,
CAFEN.MX,818.29,2022/02/01,09:24 CST,27.48999,818.29,818.29,818.29,1132,,,,,,,
CAEN.MX,495.73,2022/01/27,14:40 CST,0.0,0.0,495.73,495.73,0,,,,,,,
CADUA.MX,2.35,2022/02/01,11:44 CST,0.049999952,2.28,2.35,2.21,5712,,,,,,,
CABKN.MX,65.0,2022/01/27,10:49 CST,0.0,0.0,65.0,65.0,0,,,,,,,
BYND.MX,1390.0,2022/02/01,11:16 CST,67.06006,1355.0,1399.96,1315.0,37455,,,,,,,
BYDN.MX,3074.11,2022/01/27,14:38 CST,0.0,0.0,3074.11,3074.11,0,,,,,,,
BX.MX,2738.3,2022/02/01,11:14 CST,81.01001,2713.26,2738.3,2713.26,51099,,,,,,,
BTBTN.MX,80.16,2022/02/01,11:22 CST,6.010002,80.16,80.16,80.16,11,,,,,,,
BSX.MX,884.34,2022/01/31,10:52 CST,0.0,0.0,884.34,884.34,0,,,,,,,
BSMXB.MX,23.42,2022/02/01,11:39 CST,-0.07999992,23.09,23.99,22.75,22658,,,,,,,
BRKR.MX,1333.97,2022/01/28,14:23 CST,0.0,0.0,1333.97,1333.97,0,,,,,,,
BPN.MX,642.0,2022/01/28,12:07 CST,0.0,0.0,642.0,642.0,0,,,,,,,
BOLSAA.MX,35.35,2022/02/01,11:48 CST,0.16999817,35.31,35.35,35.05,112788,,,,,,,
BNTXN.MX,3649.83,2022/02/01,11:10 CST,180.82007,3632.89,3658.84,3587.95,228,,,,,,,
BNS.MX,1488.0,2022/02/01,10:21 CST,5.7299805,1488.0,1488.0,1488.0,7,,,,,,,
BNN.MX,1276.16,2022/01/31,09:09 CST,0.0,0.0,1276.16,1276.16,0,,,,,,,
BNGO.MX,47.0,2022/02/01,11:47 CST,1.5,46.9,48.53,46.0,2115,,,,,,,
BLL.MX,1792.75,2022/01/25,13:59 CST,0.0,0.0,1792.75,1792.75,0,,,,,,,
BKNG.MX,50562.59,2022/01/31,13:36 CST,0.0,0.0,50562.59,50562.59,0,,,,,,,
BIMBOA.MX,64.5,2022/02/01,11:47 CST,-0.08999634,64.35,64.97,63.5,448535,,,,,,,
BILIN.MX,741.7,2022/02/01,10:36 CST,23.0,733.0,746.6,733.0,68002,,,,,,,
BIIB.MX,4633.05,2022/01/28,13:29 CST,0.0,0.0,4633.05,4633.05,0,,,,,,,
BIDUN.MX,3270.0,2022/01/31,14:39 CST,0.0,0.0,3270.0,3270.0,5,,,,,,,
BFSAN.MX,1471.89,2022/02/01,09:22 CST,27.53003,1471.89,1471.89,1471.89,267,,,,,,,
BESIN.MX,1762.78,2022/02/01,10:10 CST,107.59009,1762.78,1762.78,1762.78,4288,,,,,,,
BDX.MX,5185.03,2022/02/01,11:29 CST,-50.470215,5185.03,5185.03,5185.03,31,,,,,,,
BCSN.MX,224.1,2022/01/31,14:18 CST,0.0,0.0,224.1,224.1,0,,,,,,,
BCRX.MX,310.0,2022/02/01,10:18 CST,0.0,310.0,310.0,310.0,300,,,,,,,
BBY.MX,1999.0,2022/01/31,10:48 CST,0.0,0.0,1999.0,1999.0,0,,,,,,,
BBWI.MX,1120.0,2022/01/25,14:57 CST,0.0,0.0,1120.0,1120.0,0,,,,,,,
BBVA.MX,132.5,2022/02/01,11:19 CST,1.6900024,131.5,132.5,131.5,919,,,,,,,
BBN.MX,169.0,2022/02/01,11:16 CST,2.0,169.0,173.03,169.0,653,,,,,,,
BBDN.MX,88.0,2022/01/31,14:32 CST,0.0,0.0,88.0,88.0,2,,,,,,,
BBDBN.MX,26.2,2022/01/31,09:33 CST,0.0,0.0,26.2,26.2,3,,,,,,,
BBBY.MX,359.0,2022/02/01,10:47 CST,25.0,345.0,374.99,338.0,20013,,,,,,,
BBAJIOO.MX,44.71,2022/02/01,11:48 CST,0.29999924,44.51,45.0,44.4,597231,,,,,,,
BAYNN.MX,1251.91,2022/02/01,10:10 CST,27.140015,1251.91,1251.91,1251.91,2860,,,,,,,
BAX.MX,1769.5,2022/01/27,09:26 CST,0.0,0.0,1769.5,1769.5,0,,,,,,,
BASN.MX,1529.56,2022/01/25,10:39 CST,0.0,0.0,1529.56,1529.56,0,,,,,,,
BAPN.MX,2840.0,2022/01/28,09:44 CST,0.0,0.0,2840.0,2840.0,0,,,,,,,
BAMAN.MX,1089.51,2022/01/27,14:40 CST,0.0,0.0,1089.51,1089.51,0,,,,,,,
BAFARB.MX,71.0,2022/01/26,14:41 CST,0.0,0.0,71.0,71.0,27,,,,,,,
BACHOCOB.MX,70.7,2022/02/01,11:42 CST,-0.27000427,70.97,70.97,70.62,22448,,,,,,,
DEON.MX,4175.0,2022/01/31,13:35 CST,0.0,0.0,4175.0,4175.0,0,,,,,,,
JDN.MX,1551.5,2022/02/01,10:10 CST,14.439941,1550.0,1551.5,1537.44,104,,,,,,,
COP.MX,1860.14,2022/02/01,09:21 CST,18.140015,1860.14,1860.14,1860.14,42,,,,,,,
RION.MX,1533.99,2022/02/01,10:47 CST,43.98999,1533.99,1533.99,1533.99,10,,,,,,,
IBM.MX,2756.0,2022/02/01,10:13 CST,15.0,2730.0,2756.0,2730.0,38,,,,,,,
BA.MX,4222.22,2022/02/01,11:22 CST,112.52002,4140.6,4281.0,4140.6,120,,,,,,,
AMAT.MX,2846.0,2022/01/31,14:55 CST,0.0,0.0,2846.0,2846.0,4,,,,,,,
BLK.MX,16999.98,2022/01/31,13:33 CST,0.0,0.0,16999.98,16999.98,1,,,,,,,
SIEN.MX,3209.79,2022/01/28,11:08 CST,0.0,0.0,3209.79,3209.79,0,,,,,,,
AMGN.MX,4636.4,2022/01/26,10:13 CST,0.0,0.0,4636.4,4636.4,0,,,,,,,
ULN.MX,1050.0,2022/01/28,13:22 CST,0.0,0.0,1050.0,1050.0,0,,,,,,,
PTRN.MX,1031.0,2022/02/01,10:53 CST,-56.98999,1031.0,1031.0,1031.0,40,,,,,,,
SNYN.MX,1071.0,2022/01/31,13:45 CST,0.0,0.0,1071.0,1071.0,0,,,,,,,
1299N.MX,228.58,2022/01/26,10:26 CST,0.0,0.0,228.58,228.58,0,,,,,,,
FEMSAUBD.MX,153.31,2022/02/01,11:48 CST,-1.8899994,156.0,156.0,153.05,993813,,,,,,,
RTX.MX,1870.0,2022/01/28,14:34 CST,0.0,0.0,1870.0,1870.0,0,,,,,,,
AXP.MX,3715.01,2022/02/01,11:11 CST,5.5,3730.0,3740.28,3715.01,149,,,,,,,
AMD.MX,2361.75,2022/02/01,11:45 CST,7.0700684,2400.0,2400.27,2330.01,2620,,,,,,,
TMUS.MX,2225.0,2022/02/01,08:30 CST,0.0,2225.0,2225.0,2225.0,5,,,,,,,
HON.MX,4156.03,2022/02/01,09:10 CST,-20.570312,4156.03,4156.03,4156.03,17,,,,,,,
MDTN.MX,2118.21,2022/01/31,09:06 CST,0.0,0.0,2118.21,2118.21,0,,,,,,,
CVS.MX,2186.54,2022/02/01,09:17 CST,-9.459961,2186.54,2186.54,2186.54,61,,,,,,,
SAPN.MX,2517.21,2022/01/31,11:53 CST,0.0,0.0,2517.21,2517.21,0,,,,,,,
BMY.MX,1335.9,2022/01/31,14:43 CST,0.0,0.0,1335.9,1335.9,3,,,,,,,
GS.MX,7395.4,2022/02/01,10:39 CST,120.8999,7395.4,7395.4,7395.4,135,,,,,,,
NEE.MX,1575.0,2022/02/01,10:21 CST,-25.0,1609.01,1609.01,1575.0,15492,,,,,,,
INTU.MX,10753.0,2022/01/27,14:31 CST,0.0,0.0,10753.0,10753.0,0,,,,,,,
UNP.MX,5029.63,2022/01/31,14:21 CST,0.0,0.0,5029.63,5029.63,0,,,,,,,
LOW.MX,4815.0,2022/01/28,11:29 CST,0.0,0.0,4815.0,4815.0,0,,,,,,,
SCHW.MX,1796.83,2022/01/31,14:38 CST,0.0,0.0,1796.83,1796.83,0,,,,,,,
PM.MX,2124.88,2022/01/31,10:59 CST,0.0,0.0,2124.88,2124.88,0,,,,,,,
HBCN.MX,735.0,2022/02/01,08:30 CST,95.0,735.0,735.0,735.0,21,,,,,,,
RYN.MX,2352.0,2022/01/31,14:17 CST,0.0,0.0,2352.0,2352.0,0,,,,,,,
TXN.MX,3698.2,2022/02/01,11:04 CST,23.199951,3685.29,3698.2,3685.29,615,,,,,,,
BHPN.MX,1326.0,2022/01/28,13:00 CST,0.0,0.0,1326.0,1326.0,0,,,,,,,
T.MX,503.5,2022/02/01,11:16 CST,-20.549988,500.0,504.99,497.0,4294,,,,,,,
AZNN.MX,1161.6,2022/02/01,09:11 CST,-38.420044,1150.0,1161.6,1150.0,205,,,,,,,
C.MX,1360.8,2022/02/01,11:41 CST,24.090088,1359.53,1368.04,1359.53,6373,,,,,,,
RDSA.MX,1062.0,2022/01/28,10:55 CST,0.0,0.0,1062.0,1062.0,0,,,,,,,
MCD.MX,5305.0,2022/01/31,11:09 CST,0.0,0.0,5305.0,5305.0,2,,,,,,,
NVSN.MX,1779.19,2022/01/26,10:35 CST,0.0,0.0,1779.19,1779.19,0,,,,,,,
RDSAN.MX,536.2,2022/01/27,10:10 CST,0.0,0.0,536.2,536.2,0,,,,,,,
MS.MX,2120.0,2022/02/01,09:33 CST,9.600098,2120.0,2120.0,2120.0,76,,,,,,,
RDSB.MX,1058.31,2022/01/28,13:10 CST,0.0,0.0,1058.31,1058.31,0,,,,,,,
NFLX.MX,9062.0,2022/02/01,11:44 CST,263.38965,8826.18,9113.14,8738.16,8305,,,,,,,
QCOM.MX,3614.25,2022/02/01,11:34 CST,64.25,3509.01,3622.6,3509.01,1269,,,,,,,
UPS.MX,4750.0,2022/02/01,11:37 CST,586.5,4506.45,4795.0,4506.45,800,,,,,,,
INTC.MX,1004.99,2022/02/01,11:40 CST,5.1900024,999.79,1005.0,999.79,100,,,,,,,
PYPL.MX,3576.99,2022/02/01,11:47 CST,46.360107,3549.0,3636.0,3516.17,5739,,,,,,,
DHR.MX,5865.0,2022/02/01,09:13 CST,-4.0,5865.0,5865.0,5865.0,48,,,,,,,
MRK.MX,1680.77,2022/02/01,09:59 CST,0.77001953,1680.0,1680.77,1680.0,538,,,,,,,
ORCL.MX,1640.0,2022/02/01,09:00 CST,-27.23999,1640.0,1640.0,1640.0,10,,,,,,,
ACNN.MX,6954.0,2022/01/27,14:38 CST,0.0,0.0,6954.0,6954.0,0,,,,,,,
WFC.MX,1133.05,2022/02/01,11:02 CST,23.450073,1109.1,1133.05,1109.1,179,,,,,,,
VZ.MX,1080.0,2022/01/31,09:32 CST,0.0,0.0,1080.0,1080.0,1,,,,,,,
COST.MX,10416.0,2022/01/31,14:55 CST,0.0,0.0,10416.0,10416.0,11,,,,,,,
CRM.MX,4720.0,2022/02/01,10:34 CST,-76.0,4750.0,4750.0,4676.93,305,,,,,,,
CMCSA.MX,1022.0,2022/02/01,11:32 CST,-6.1500244,1022.0,1022.0,1022.0,16,,,,,,,
ORN.MX,8763.48,2022/01/27,08:45 CST,0.0,0.0,8763.48,8763.48,0,,,,,,,
NVON.MX,2047.0,2022/01/31,09:26 CST,0.0,0.0,2047.0,2047.0,0,,,,,,,
ABT.MX,2632.36,2022/01/31,14:21 CST,0.0,0.0,2632.36,2632.36,0,,,,,,,
TMO.MX,11940.0,2022/01/31,14:48 CST,0.0,0.0,11940.0,11940.0,0,,,,,,,
AVGO.MX,11947.08,2022/02/01,09:20 CST,8.080078,11947.08,11947.08,11947.08,138,,,,,,,
CSCO.MX,1128.0,2022/02/01,09:51 CST,-17.569946,1128.0,1128.0,1128.0,33,,,,,,,
NKE.MX,3050.0,2022/02/01,11:03 CST,-0.6398926,3060.0,3060.0,3028.04,5587,,,,,,,
LLY.MX,5040.0,2022/02/01,08:58 CST,0.0,5040.0,5040.0,5040.0,5,,,,,,,
PEP.MX,3563.0,2022/01/31,14:26 CST,0.0,0.0,3563.0,3563.0,1,,,,,,,
ABBV.MX,2807.0,2022/01/31,11:50 CST,0.0,0.0,2807.0,2807.0,7,,,,,,,
CVX.MX,2780.0,2022/02/01,10:32 CST,85.0,2713.11,2780.0,2713.11,8135,,,,,,,
KO.MX,1240.0,2022/02/01,11:48 CST,-15.0,1299.98,1299.98,1240.0,512,,,,,,,
DIS.MX,2965.0,2022/02/01,11:30 CST,27.169922,2971.0,2974.39,2926.15,532,,,,,,,
ADBE.MX,11034.84,2022/02/01,10:49 CST,174.83984,10960.0,11034.84,10960.0,117,,,,,,,
TMN.MX,3950.0,2022/01/27,12:24 CST,0.0,0.0,3950.0,3950.0,2,,,,,,,
PFE.MX,1078.21,2022/02/01,11:40 CST,-9.530029,1080.0,1083.4,1075.01,320,,,,,,,
ROGN.MX,7914.32,2022/01/27,09:37 CST,0.0,0.0,7914.32,7914.32,0,,,,,,,
XOM.MX,1671.0,2022/02/01,11:04 CST,108.97998,1580.0,1674.99,1580.0,10582,,,,,,,
BABAN.MX,2589.85,2022/02/01,11:43 CST,12.51001,2580.0,2635.5,2530.0,2234,,,,,,,
HD.MX,7492.51,2022/02/01,09:59 CST,-40.65039,7492.52,7492.52,7470.49,87,,,,,,,
MA.MX,8034.0,2022/02/01,09:51 CST,94.0,8000.0,8050.0,8000.0,406,,,,,,,
PG.MX,3269.09,2022/02/01,10:10 CST,-31.01001,3300.1,3365.49,3269.09,116,,,,,,,
WMT.MX,2887.99,2022/02/01,10:54 CST,8.98999,2865.03,2887.99,2863.0,105,,,,,,,
MCN.MX,16802.28,2022/02/01,10:01 CST,73.41992,16802.28,16802.28,16802.28,50,,,,,,,
SMSNN.MX,31130.0,2022/01/27,10:24 CST,0.0,0.0,31130.0,31130.0,1,,,,,,,
NESNN.MX,2670.0,2022/01/25,11:28 CST,0.0,0.0,2670.0,2670.0,0,,,,,,,
UNH.MX,9569.3,2022/02/01,10:56 CST,-172.7002,9569.3,9569.3,9569.3,89,,,,,,,
JNJ.MX,3436.41,2022/02/01,11:30 CST,-116.59009,3530.0,3530.0,3436.41,41,,,,,,,
V.MX,4741.5,2022/02/01,11:43 CST,100.16016,4618.13,4800.0,4618.13,6374,,,,,,,
BAC.MX,958.02,2022/02/01,11:28 CST,6.0200195,956.0,960.64,956.0,165,,,,,,,
JPM.MX,3088.15,2022/02/01,09:17 CST,30.899902,3057.0,3088.15,3057.0,142,,,,,,,
TCEHYN.MX,1260.0,2022/02/01,11:01 CST,0.0,1260.0,1260.0,1260.0,24,,,,,,,
NVDA.MX,4993.0,2022/02/01,11:47 CST,-17.279785,5080.0,5199.91,4921.0,8958,,,,,,,
TSMN.MX,2515.34,2022/02/01,11:46 CST,10.340088,2491.01,2520.0,2491.01,3034,,,,,,,
BRKB.MX,6405.0,2022/02/01,11:20 CST,-96.009766,6400.01,6514.19,6400.0,296,,,,,,,
FB.MX,6530.16,2022/02/01,11:21 CST,86.12012,6496.5,6530.17,6416.0,3443,,,,,,,
TSLA.MX,19088.31,2022/02/01,11:45 CST,-160.86914,19313.64,19400.0,18650.0,2165,,,,,,,
AMZN.MX,61645.0,2022/02/01,11:23 CST,23.199219,61853.99,61853.99,61030.0,529,,,,,,,
GOOGL.MX,56195.0,2022/02/01,11:47 CST,505.0,56130.0,56255.0,55700.0,476,,,,,,,
GOOG.MX,56172.7,2022/02/01,10:53 CST,872.6992,56328.0,56328.0,56172.7,181,,,,,,,
MSFT.MX,6312.75,2022/02/01,11:35 CST,-66.950195,6400.0,6400.0,6284.0,1670,,,,,,,
AAPL.MX,3568.5,2022/02/01,11:42 CST,-24.70996,3590.0,3590.0,3543.92,10362,,,,,,,
